*HASH_VALUE	title_id	name	women_name
0000000000000000	fct_allegory_maker	Engraver of Allegories	Engraver of Allegories
0000000000000000	Advanced_Close_Fighter	Fortgeschrittener Nahkämpfer	Fortgeschrittene Nahkämpferin
0000000000000000	Advanced_Desert_Forager	Fortgeschrittener Wüstenernter	Fortgeschrittene Wüstenernterin
0000000000000000	Advanced_Forest_Forager	Fortgeschrittener Waldernter	Fortgeschrittene Waldernterin
0000000000000000	Advanced_Gunman	Fortgeschrittener Einhandschütze	Fortgeschrittene Einhandschützin
0000000000000000	Advanced_Heavy_Armorer	Fortgeschrittener Schmied für schwere Rüstungen	Fortgeschrittene Schmiedin für schwere Rüstungen
0000000000000000	Advanced_Heavy_Gunman	Fortgeschrittener Zweihandschütze	Fortgeschrittene Zweihandschützin
0000000000000000	Advanced_Jeweler	Fortgeschrittener Juwelier	Fortgeschrittene Juwelierin
0000000000000000	Advanced_Jungle_Forager	Fortgeschrittener Dschungelernter	Fortgeschrittene Dschungelernterin
0000000000000000	Advanced_Lacustre_Forager	Fortgeschrittener Seenlandernter	Fortgeschrittene Seenlandernterin
0000000000000000	Advanced_Light_Armorer	Fortgeschrittener Hersteller von leichten Rüstungen	Fortgeschrittene Herstellerin von leichten Rüstungen
0000000000000000	Advanced_Medium_Armorer	Fortgeschrittener Schmied für mittelschwere Rüstungen	Fortgeschrittene Schmiedin für mittelschwere Rüstungen
0000000000000000	Advanced_Melee_Heavy_Weapon_Smith	Fortgeschrittener Schmied für schwere Nahkampfwaffen	Fortgeschrittene Schmiedin für schwere Nahkampfwaffen
0000000000000000	Advanced_Melee_Light_Weapon_Smith	Fortgeschrittener Schmied für leichte Nahkampfwaffen	Fortgeschrittene Schmiedin für leichte Nahkampfwaffen
0000000000000000	Advanced_Melee_Weapon_Smith	Fortgeschrittener Nahkampfwaffenschmied	Fortgeschrittene Nahkampfwaffenschmiedin
0000000000000000	Advanced_Prime_Roots_Forager	Fortgeschrittener Urwurzelernter	Fortgeschrittene Urwurzelernterin
0000000000000000	Advanced_Range_Heavy_Weapon_Smith	Fortgeschrittener Schmied für schwere Fernkampfwaffen	Fortgeschrittene Schmiedin für schwere Fernkampfwaffen
0000000000000000	Advanced_Range_Weapon_Smith	Fortgeschrittener Fernkampfwaffenschmied	Fortgeschrittene Fernkampfwaffenschmiedin
0000000000000000	Advanced_Shield_Smith	Fortgeschrittener Schildschmied	Fortgeschrittene Schildschmiedin
0000000000000000	Affliction_Bringer	Peiniger	Peinigerin
0000000000000000	Alchemist	Alchemist	Alchemistin
0000000000000000	Archmage	Elementarmagier	Elementarmagierin
0000000000000000	Armorer_Apprentice	Rüstungsmacherlehrling	Rüstungsmacherlehrling
0000000000000000	Artilleryman	Artillerist	Artilleristin
0000000000000000	Artisan_Apprentice	Handwerks-Lehrling	Handwerks-Lehrling
0000000000000000	attack_magician	Kampfmagier	Kampfmagierin
0000000000000000	AttackCaster	Kampfmagier	Kampfmagierin
0000000000000000	AtysGuardian	Wächter von Atys	Wächterin von Atys
0000000000000000	Avatar_Of_Destruction	Avatar der Zerstörung	Avatara der Zerstörung
0000000000000000	Avatar_Of_Sorrow	Avatar der Sorgen	Avatara der Sorgen
0000000000000000	Axeman	Axtkämpfer	Axtkämpferin
0000000000000000	Biomancer	Biomagier	Biomagier
0000000000000000	Black_Mage	Schwarzmagier	Schwarzmagierin
0000000000000000	BladeBearer	Schwertmeister	Schwertmeisterin
0000000000000000	Bludgeoner	Keulenschwinger	Keulenschwingerin
0000000000000000	Bowman	Bogenschütze	Bogenschützin
0000000000000000	Brute	Stabkämpfer	Stabkämpferin
0000000000000000	buffer_magician	Schutzmagier	Schutzmagierin
0000000000000000	BufferCaster	Schutzmagier	Schutzmagierin
0000000000000000	Celestial_Guardian	Himmelswächter	Himmelswächterin
0000000000000000	Chosen_Of_Atys	Auserwählter von Atys	Auserwählte von Atys
0000000000000000	Cleaver	Aufspalter	Aufspalterin
0000000000000000	Close_Fighter	Nahkämpfer	Nahkämpferin
0000000000000000	CM	Community Manager	Community Managerin
0000000000000000	corsaire_dechu_coffer	Korsaren-Kiste	Korsaren-Kiste
0000000000000000	Craftsman	Handwerker	Handwerkerin
0000000000000000	Crossbowman	Armbrustschütze	Armbrustschützin
0000000000000000	cwff03_goari	Goari Pondeuse	
0000000000000000	cwff03_termit	Termitière	
0000000000000000	cwmf03_bandit	Bandit d'Avalae	
0000000000000000	cwzf03_goo	Ragus Contaminé	
0000000000000000	Defensive_Magician	Magicien Défensif	Magicienne Défensive
0000000000000000	Desert_Forager	Foreur du Désert	Foreur du Désert
0000000000000000	Destroyer	Destructeur	Destructrice
